Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q09385	SYF2_CAEEL	reviewed	Pre-mRNA-splicing factor syf-2	syf-2 K04G7.11/K04G7.12	Caenorhabditis elegans	234
Q19713	SYFB_CAEEL	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	frs-2 F22B5.9	Caenorhabditis elegans	591
Q10039	SYG_CAEEL	reviewed	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS)	grs-1 T10F2.1	Caenorhabditis elegans	742
P34183	SYH_CAEEL	reviewed	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hrs-1 syh-1 T11G6.1	Caenorhabditis elegans	521
Q21926	SYIC_CAEEL	reviewed	Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	irs-1 R11A8.6	Caenorhabditis elegans	1141
Q22099	SYK_CAEEL	reviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	krs-1 T02G5.9	Caenorhabditis elegans	572
Q09996	SYLC_CAEEL	reviewed	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	lrs-1 R74.1	Caenorhabditis elegans	1186
Q22708	SYM2_CAEEL	reviewed	RNA-binding protein sym-2 (Synthetic lethal with mec-8 protein 2)	sym-2 ZK1067.6	Caenorhabditis elegans	618
Q20970	SYMC_CAEEL	reviewed	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	mrs-1 F58B3.5	Caenorhabditis elegans	917
Q19722	SYNC_CAEEL	reviewed	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	nrs-1 F22D6.3	Caenorhabditis elegans	545
O62431	SYQ_CAEEL	reviewed	Probable glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	ers-1 qrs-5 Y41E3.4	Caenorhabditis elegans	786
Q19825	SYRC_CAEEL	reviewed	Probable arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	rrt-1 F26F4.10	Caenorhabditis elegans	713
Q18678	SYSC_CAEEL	reviewed	Probable serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	srs-2 C47E12.1	Caenorhabditis elegans	487
P34693	SYT1_CAEEL	reviewed	Synaptotagmin-1 (Synaptotagmin I)	snt-1 F31E8.2	Caenorhabditis elegans	441
P52709	SYTC_CAEEL	reviewed	Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	trs-1 C47D12.6	Caenorhabditis elegans	725
Q9U1Q4	SYV_CAEEL	reviewed	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	vrs-2 Y87G2A.5	Caenorhabditis elegans	1050
P46579	SYWM_CAEEL	reviewed	Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	wars-2 wrs-2 C34E10.4	Caenorhabditis elegans	360
Q9Y0V2	T10B_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit Tim10B (Mitochondrial import inner membrane translocase subunit Tim9B) (Tim-10b) (Tim10b)	tin-9.2 tim-9b B0564.1	Caenorhabditis elegans	111
Q09474	T23O_CAEEL	reviewed	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	tdo-2 C28H8.11	Caenorhabditis elegans	403
Q9NEX2	T2AG_CAEEL	reviewed	Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma)	Y111B2A.13	Caenorhabditis elegans	113
D0VWM8	TADBP_CAEEL	reviewed	Tar DNA-binding protein homolog 1	tdp-1 F44G4.4	Caenorhabditis elegans	414
O01914	TAF1B_CAEEL	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit B (TATA box-binding protein-associated factor 1B) (TBP-associated factor 1B)	F23H11.2	Caenorhabditis elegans	865
P46064	TAG51_CAEEL	reviewed	Uncharacterized protein tag-51	tag-51 K02F3.1	Caenorhabditis elegans	514
Q11100	TAG52_CAEEL	reviewed	Putative protein tag-52	tag-52 C02F12.4	Caenorhabditis elegans	665
P34681	TAG76_CAEEL	reviewed	Putative protein tag-76	tag-76 ZK757.3	Caenorhabditis elegans	1040
P91301	TAG83_CAEEL	reviewed	Putative protein phosphatase tag-83 (EC 3.1.3.-)	tag-83 F46F11.3	Caenorhabditis elegans	332
Q19981	TAG53_CAEEL	reviewed	Putative protein tag-53	tag-53 F33C8.1	Caenorhabditis elegans	1329
Q9N4G7	TAM41_CAEEL	reviewed	Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)	Y71F9B.2	Caenorhabditis elegans	321
Q9U3H8	TAPT1_CAEEL	reviewed	Protein TAPT1 homolog	F26F2.7	Caenorhabditis elegans	712
Q9U280	TAT1_CAEEL	reviewed	Phospholipid-transporting ATPase tat-1 (EC 3.6.3.1)	tat-1 Y49E10.11	Caenorhabditis elegans	1139
P34690	TBA2_CAEEL	reviewed	Tubulin alpha-2 chain	tba-2 C47B2.3	Caenorhabditis elegans	448
P91910	TBA3_CAEEL	reviewed	Tubulin alpha-3 chain (Mechanosensory abnormality protein 12) (MEC-12)	mec-12 tba-3 C44B11.3	Caenorhabditis elegans	450
P52274	TBA8_CAEEL	reviewed	Tubulin alpha-8 chain	tba-8 ZK899.4	Caenorhabditis elegans	452
P12456	TBB1_CAEEL	reviewed	Tubulin beta-1 chain (Beta-1-tubulin)	mec-7 ZK154.3	Caenorhabditis elegans	441
P52275	TBB2_CAEEL	reviewed	Tubulin beta-2 chain (Beta-2-tubulin)	tbb-2 C36E8.5	Caenorhabditis elegans	450
P41937	TBB4_CAEEL	reviewed	Tubulin beta-4 chain (Beta-4-tubulin)	tbb-4 B0272.1	Caenorhabditis elegans	444
Q20728	TBCB_CAEEL	reviewed	Tubulin-specific chaperone B (Tubulin-folding cofactor B) (CoB)	F53F4.3	Caenorhabditis elegans	229
P34475	TBG_CAEEL	reviewed	Tubulin gamma chain (Gamma-tubulin)	tbg-1 F58A4.8	Caenorhabditis elegans	444
Q9XTQ6	TBH1_CAEEL	reviewed	Tyramine beta-hydroxylase (EC 1.14.17.-)	tbh-1 H13N06.6	Caenorhabditis elegans	657
P54816	TBP7_CAEEL	reviewed	Tat-binding homolog 7 (Lin-48 expression abnormal protein 1)	lex-1 F11A10.1	Caenorhabditis elegans	1291
P32085	TBP_CAEEL	reviewed	TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit)	tbp-1 tbp T20B12.2	Caenorhabditis elegans	340
Q20257	TBX11_CAEEL	reviewed	Putative T-box protein 11	tbx-11 F40H6.4	Caenorhabditis elegans	322
P90971	TBX12_CAEEL	reviewed	T-box protein 12 (Protein male abnormal 9)	mab-9 tbx-12 T27A1.6	Caenorhabditis elegans	346
O02073	TBX18_CAEEL	reviewed	T-box transcription factor 18 (Signal element on autosome protein 1)	sea-1 tbx-18 F19B10.9	Caenorhabditis elegans	376
Q19691	TBX2_CAEEL	reviewed	T-box protein 2	tbx-2 F21H11.3	Caenorhabditis elegans	423
O61764	TBX32_CAEEL	reviewed	Putative T-box protein 32	tbx-32 ZK380.1	Caenorhabditis elegans	441
O45291	TBX33_CAEEL	reviewed	Putative T-box protein 33	tbx-33 Y66A7A.8	Caenorhabditis elegans	420
Q9N2K7	TBX30_CAEEL	reviewed	Putative T-box protein 30/42	tbx-30 Y59E9AR.3; tbx-42 Y59E9AR.5	Caenorhabditis elegans	308
Q9U2C9	TBX37_CAEEL	reviewed	Putative T-box protein 37	tbx-37 Y47D3A.12	Caenorhabditis elegans	313
Q09376	TBX35_CAEEL	reviewed	Putative T-box protein 35	tbx-35 ZK177.10	Caenorhabditis elegans	325
Q9NA56	TBX39_CAEEL	reviewed	Putative T-box protein 39	tbx-39 Y73F8A.16	Caenorhabditis elegans	396
Q9NAH2	TBX34_CAEEL	reviewed	Putative T-box protein 34	tbx-34 Y47D3A.10	Caenorhabditis elegans	302
Q9TZL0	TBX31_CAEEL	reviewed	Putative T-box protein 31	tbx-31 C36C9.2	Caenorhabditis elegans	747
Q9XVD5	TBX38_CAEEL	reviewed	Putative T-box protein 38	tbx-38 C24H11.3	Caenorhabditis elegans	303
Q23622	TBX36_CAEEL	reviewed	Putative T-box protein 36	tbx-36 ZK829.5	Caenorhabditis elegans	331
Q22813	TBX41_CAEEL	reviewed	Putative T-box protein 41	tbx-41 T26C11.1	Caenorhabditis elegans	233
Q9NA55	TBX40_CAEEL	reviewed	Putative T-box protein 40	tbx-40 Y73F8A.17	Caenorhabditis elegans	380
Q95PX3	TBX7_CAEEL	reviewed	Putative T-box protein 7	tbx-7 ZK328.8	Caenorhabditis elegans	327
Q22292	TBX8_CAEEL	reviewed	T-box transcription factor tbx-8	tbx-8 T07C4.2	Caenorhabditis elegans	315
Q22289	TBX9_CAEEL	reviewed	T-box transcription factor tbx-9	tbx-9 T07C4.6	Caenorhabditis elegans	292
P03934	TC1A_CAEEL	reviewed	Transposable element Tc1 transposase	tc1a tca T07D3.8	Caenorhabditis elegans	273
P34257	TC3A_CAEEL	reviewed	Transposable element Tc3 transposase	tc3a B0303.5	Caenorhabditis elegans	329
Q9N428	TCL2_CAEEL	reviewed	T-cell defective protein 2	tcl-2 Y38C1AA.4	Caenorhabditis elegans	435
Q94045	TCP4_CAEEL	reviewed	Putative RNA polymerase II transcriptional coactivator	T13F2.2	Caenorhabditis elegans	124
P41988	TCPA_CAEEL	reviewed	T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha)	cct-1 tcp-1 T05C12.7	Caenorhabditis elegans	549
P47207	TCPB_CAEEL	reviewed	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)	cct-2 cctb T21B10.7	Caenorhabditis elegans	529
P47208	TCPD_CAEEL	reviewed	T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta)	cct-4 K01C8.10	Caenorhabditis elegans	540
P47209	TCPE_CAEEL	reviewed	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	cct-5 C07G2.3	Caenorhabditis elegans	542
Q9N358	TCPQ_CAEEL	reviewed	T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta)	cct-8 Y55F3AR.3	Caenorhabditis elegans	548
P46550	TCPZ_CAEEL	reviewed	T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)	cct-6 F01F1.8	Caenorhabditis elegans	539
Q93573	TCTP_CAEEL	reviewed	Translationally-controlled tumor protein homolog (TCTP)	tct-1 F25H2.11	Caenorhabditis elegans	181
Q95ZS2	TDC1_CAEEL	reviewed	Tyrosine decarboxylase (EC 4.1.1.25)	tdc-1 K01C8.3	Caenorhabditis elegans	705
Q21824	TDX1_CAEEL	reviewed	Probable peroxiredoxin prdx-3 (EC 1.11.1.15) (Thiol-specific antioxidant protein) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxide reductase)	prdx-3 R07E5.2	Caenorhabditis elegans	226
Q9N5Y2	TECR_CAEEL	reviewed	Probable very-long-chain enoyl-CoA reductase art-1 (EC 1.3.1.93)	art-1 C15F1.6	Caenorhabditis elegans	308
G5EGQ6	TEN1_CAEEL	reviewed	Teneurin-1	ten-1 R13F6.4	Caenorhabditis elegans	2684
P54811	TERA1_CAEEL	reviewed	Transitional endoplasmic reticulum ATPase homolog 1 (Cell division cycle-related protein 48.1) (p97/CDC48 homolog 1)	cdc-48.1 C06A1.1	Caenorhabditis elegans	809
P54812	TERA2_CAEEL	reviewed	Transitional endoplasmic reticulum ATPase homolog 2 (Cell division cycle-related protein 48.2) (p97/CDC48 homolog 2)	cdc-48.2 C41C4.8	Caenorhabditis elegans	810
O16991	TF2B_CAEEL	reviewed	Transcription initiation factor IIB (General transcription factor TFIIB)	ttb-1 W03F9.5	Caenorhabditis elegans	306
P34567	TF2H2_CAEEL	reviewed	General transcription factor IIH subunit 2 (TFIIH basal transcription factor complex subunit 2)	T16H12.4	Caenorhabditis elegans	376
P91424	TFB1M_CAEEL	reviewed	Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)	tfbm-1 T03F1.7	Caenorhabditis elegans	367
Q22703	TFDP1_CAEEL	reviewed	Transcription factor dpl-1	dpl-1 T23G7.1	Caenorhabditis elegans	598
Q17784	TFP11_CAEEL	reviewed	Septin and tuftelin-interacting protein 1 homolog (STIP-1)	stip-1 stip C07E3.1	Caenorhabditis elegans	830
P52652	TFS2_CAEEL	reviewed	Putative transcription elongation factor S-II (TFIIS)	T24H10.1	Caenorhabditis elegans	308
Q09524	TG124_CAEEL	reviewed	Probable tRNA pseudouridine synthase tag-124 (EC 5.4.99.-) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	tag-124 E02H1.3	Caenorhabditis elegans	402
Q09418	TG209_CAEEL	reviewed	Putative protein tag-209	tag-209 R06F6.11	Caenorhabditis elegans	99
P34387	TG198_CAEEL	reviewed	Cell-death-related nuclease 7 (EC 3.1.-.-)	crn-7 tag-198 F09G8.2	Caenorhabditis elegans	367
P30639	TG256_CAEEL	reviewed	Putative protein tag-256	tag-256 ZK637.3	Caenorhabditis elegans	599
Q11102	TG278_CAEEL	reviewed	Putative protein tag-278	tag-278 C02F12.7	Caenorhabditis elegans	1130
P46941	TG325_CAEEL	reviewed	WW domain-containing protein tag-325	tag-325 C38D4.5	Caenorhabditis elegans	837
P34344	TG250_CAEEL	reviewed	Putative protein tag-250	tag-250 C29E4.5	Caenorhabditis elegans	610
Q22915	TG253_CAEEL	reviewed	MEMO1 family protein tag-253	tag-253 C37C3.8	Caenorhabditis elegans	350
Q23623	TGT_CAEEL	reviewed	Probable queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt-1 ZK829.6	Caenorhabditis elegans	400
Q22100	THILH_CAEEL	reviewed	Acetyl-CoA acetyltransferase homolog, mitochondrial (3-ketoacyl-CoA thiolase) (EC 2.3.1.-)	kat-1 T02G5.8	Caenorhabditis elegans	407
Q09433	THIO1_CAEEL	reviewed	Thioredoxin-1	trx-1 B0228.5	Caenorhabditis elegans	115
Q17424	THIO2_CAEEL	reviewed	Probable thioredoxin-2	trx-2 B0024.9	Caenorhabditis elegans	145
P91247	THT1_CAEEL	reviewed	Putative thiosulfate sulfurtransferase mpst-4 (EC 2.8.1.1) (Mercaptopyruvate sulfurtransferase homolog 4)	mpst-4 F11G11.9	Caenorhabditis elegans	277
O17730	THT2_CAEEL	reviewed	Putative thiosulfate sulfurtransferase mpst-1 (EC 2.8.1.1) (Mercaptopyruvate sulfurtransferase homolog 1)	mpst-1 D2023.5	Caenorhabditis elegans	328
Q17678	TIKI1_CAEEL	reviewed	Metalloprotease TIKI homolog (EC 3.4.-.-)	C05G5.5	Caenorhabditis elegans	420
Q9Y0V6	TIM10_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit Tim10	tin-10 tim-10 Y66D12A.22	Caenorhabditis elegans	86
O45319	TIM13_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit tim-13	tin-13 tim-13 DY3.1	Caenorhabditis elegans	108
P91454	TIM14_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 21)	dnj-21 tim-14 T19B4.4	Caenorhabditis elegans	112
O62250	TIM16_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit tim-16	tim-16 F45G2.8	Caenorhabditis elegans	136
O44477	TIM17_CAEEL	reviewed	Probable mitochondrial import inner membrane translocase subunit Tim17	tim-17 E04A4.5	Caenorhabditis elegans	181
Q9NAQ9	TIM22_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit tim-22	tim-22 C47G2.3	Caenorhabditis elegans	213
O02161	TIM44_CAEEL	reviewed	Probable mitochondrial import inner membrane translocase subunit tim-44	tim-44 T09B4.9	Caenorhabditis elegans	425
Q22647	TIM50_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit TIM50 (Small C-terminal domain Phosphatase protein 4)	scpl-4 tim-50 T21C9.12	Caenorhabditis elegans	452
Q9N408	TIM8_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit tim-8	tim-8 ddp-1 Y39A3CR.4	Caenorhabditis elegans	83
Q17754	TIM9_CAEEL	reviewed	Mitochondrial import inner membrane translocase subunit Tim9	tin-9.1 tim9a tin-9 C06G3.11	Caenorhabditis elegans	90
Q21265	TIMPL_CAEEL	reviewed	Putative metalloproteinase inhibitor tag-225 (TIMP-like protein)	tag-225 K07C11.5	Caenorhabditis elegans	158
G5EDN3	TIM_CAEEL	reviewed	Protein timeless homolog	tim-1 Y75B8A.22	Caenorhabditis elegans	1353
Q9TYU5	TIP60_CAEEL	reviewed	Histone acetyltransferase Tip60 homolog (EC 2.3.1.48) (Myst family histone acetyltransferase-like protein 1)	mys-1 VC5.4	Caenorhabditis elegans	458
Q9TXI0	TIPIN_CAEEL	reviewed	Protein TIPIN homolog (CSM3 homolog)	F23C8.9	Caenorhabditis elegans	233
P34274	TIPRL_CAEEL	reviewed	TIP41-like protein	C02C2.6 ZK688.9	Caenorhabditis elegans	281
Q03566	TKR1_CAEEL	reviewed	Probable G-protein coupled receptor tkr-1 (Tachykinin receptor family protein 1)	tkr-1 C38C10.1	Caenorhabditis elegans	406
P34314	TLK1_CAEEL	reviewed	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (Tousled-like kinase 1)	tlk-1 C07A9.3	Caenorhabditis elegans	965
Q17598	TM104_CAEEL	reviewed	Transmembrane protein 104 homolog	C03A3.2	Caenorhabditis elegans	492
Q10000	TM144_CAEEL	reviewed	Transmembrane protein 144 homolog	R144.6	Caenorhabditis elegans	345
Q23387	TM151_CAEEL	reviewed	Transmembrane protein 151 homolog	ZK1067.4	Caenorhabditis elegans	541
Q20687	TM237_CAEEL	reviewed	Transmembrane protein 237 homolog (Joubert syndrome 14 protein homolog)	jbts-14 tmem-237 F53A9.4	Caenorhabditis elegans	399
Q965T1	TM258_CAEEL	reviewed	Transmembrane protein 258 homolog	Y57E12AM.1	Caenorhabditis elegans	79
Q95QZ5	TM2D2_CAEEL	reviewed	TM2 domain-containing protein C41D11.9	C41D11.9	Caenorhabditis elegans	195
P61228	TM2D1_CAEEL	reviewed	TM2 domain-containing protein C02F5.13	C02F5.13	Caenorhabditis elegans	210
Q95PJ8	TM2D3_CAEEL	reviewed	TM2 domain-containing protein Y66D12A.21	Y66D12A.21	Caenorhabditis elegans	179
Q94421	TM2D4_CAEEL	reviewed	TM2 domain-containing protein ZK858.5	ZK858.5	Caenorhabditis elegans	409
O62126	TM41_CAEEL	reviewed	Transmembrane protein 41 homolog	tag-175 D2013.10	Caenorhabditis elegans	246
Q20588	TMA7_CAEEL	reviewed	Translation machinery-associated protein 7 homolog (Coiled-coil domain-containing protein 72 homolog)	F49C12.11	Caenorhabditis elegans	64
Q11080	TMBI4_CAEEL	reviewed	Transmembrane BAX inhibitor motif-containing protein 4	tmbi-4 B0563.4/B0563.3	Caenorhabditis elegans	276
D3KZG3	TMC1_CAEEL	reviewed	Transmembrane channel-like protein 1	tmc-1 T13G4.3	Caenorhabditis elegans	1285
Q11069	TMC2_CAEEL	reviewed	Transmembrane channel-like protein 2	tmc-2 B0416.1	Caenorhabditis elegans	1203
Q20035	TMCO4_CAEEL	reviewed	Uncharacterized membrane protein F35D11.3	F35D11.3	Caenorhabditis elegans	617
O17528	TMED2_CAEEL	reviewed	Suppressor/enhancer of lin-12 protein 9	sel-9 W02D7.7	Caenorhabditis elegans	203
Q9XWV0	TMM33_CAEEL	reviewed	Transmembrane protein 33 homolog	Y37D8A.17	Caenorhabditis elegans	271
O01479	TMOD_CAEEL	reviewed	Tropomodulin (Tmod-like protein) (cTmd1) (Uncoordinated protein 94)	unc-94 tmd-1 C06A5.7	Caenorhabditis elegans	392
Q20144	TMTC1_CAEEL	reviewed	Transmembrane and TPR repeat-containing protein F38B6.6	F38B6.6	Caenorhabditis elegans	690
Q18484	TMX2_CAEEL	reviewed	Thioredoxin-related transmembrane protein 2 homolog (Thioredoxin domain-containing protein 14 homolog)	C35D10.10	Caenorhabditis elegans	265
Q09665	TNNC2_CAEEL	reviewed	Troponin C, isoform 2	tnc-2 ZK673.7	Caenorhabditis elegans	160
Q20334	TNNI1_CAEEL	reviewed	Troponin I 1 (CeTNI-1) (TnI 1)	tni-1 F42E11.4	Caenorhabditis elegans	250
Q9GYF1	TNNI2_CAEEL	reviewed	Troponin I 2 (CeTNI-2) (TnI 2) (Uncoordinated protein 27)	unc-27 tni-2 ZK721.2	Caenorhabditis elegans	242
Q9XUN9	TNNI3_CAEEL	reviewed	Troponin I 3 (CeTNI-3) (TnI 3)	tni-3 T20B3.2	Caenorhabditis elegans	260
O44572	TNNI4_CAEEL	reviewed	Troponin I 4 (CeTNI-4) (TnI 4)	tni-4 W03F8.1	Caenorhabditis elegans	194
Q27371	TNNT_CAEEL	reviewed	Troponin T	mup-2 T22E5.5	Caenorhabditis elegans	405
Q19766	TOM20_CAEEL	reviewed	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor TOM20) (Translocase of outer mitochondrial membrane protein 20)	tomm-20 F23H12.2	Caenorhabditis elegans	188
Q18090	TOM40_CAEEL	reviewed	Mitochondrial import receptor subunit TOM40 homolog (Translocase of outer membrane 40 kDa subunit homolog)	C18E9.6	Caenorhabditis elegans	301
P34660	TOM7_CAEEL	reviewed	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)	tomm-7 ZK652.2	Caenorhabditis elegans	58
O17966	TOP1_CAEEL	reviewed	DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I) (topoI)	top-1 M01E5.5	Caenorhabditis elegans	806
P34534	TOP2M_CAEEL	reviewed	Putative DNA topoisomerase 2, mitochondrial (DNA topoisomerase II) (EC 5.99.1.3)	R05D3.12	Caenorhabditis elegans	1170
Q23670	TOP2_CAEEL	reviewed	Probable DNA topoisomerase 2 (EC 5.99.1.3) (DNA topoisomerase II)	K12D12.1	Caenorhabditis elegans	1520
O61660	TOP3_CAEEL	reviewed	DNA topoisomerase 3 (EC 5.99.1.2) (DNA topoisomerase III)	top-3 Y56A3A.27	Caenorhabditis elegans	759
Q95NU5	TORS_CAEEL	reviewed	Torsin-like protein (Abnormal oocyte formation protein 5)	ooc-5 C18E9.11	Caenorhabditis elegans	356
Q95Q95	TOR_CAEEL	reviewed	Target of rapamycin homolog (EC 2.7.11.1) (CeTOR) (Lethal protein 363)	let-363 tor B0261.2	Caenorhabditis elegans	2697
Q95QQ2	TPC13_CAEEL	reviewed	Probable trafficking protein particle complex subunit 13 homolog	C56C10.7	Caenorhabditis elegans	401
Q10657	TPIS_CAEEL	reviewed	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpi-1 Y17G7B.7	Caenorhabditis elegans	247
P30636	TPK1_CAEEL	reviewed	Thiamin pyrophosphokinase 1 (EC 2.7.6.2) (Thiamine pyrophosphokinase 1) (TPK1)	tpk-1 ZK637.9	Caenorhabditis elegans	243
Q22866	TPM1_CAEEL	reviewed	Tropomyosin isoforms a/b/d/f (Levamisole resistant protein 11)	lev-11 tmy-1 Y105E8B.1	Caenorhabditis elegans	284
Q27249	TPM3_CAEEL	reviewed	Tropomyosin isoforms c/e (Levamisole resistant protein 11)	lev-11 tmy-1 Y105E8B.1	Caenorhabditis elegans	256
Q09541	TPP2_CAEEL	reviewed	Tripeptidyl-peptidase 2 (TPP2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl peptidase II) (TPPII)	tpp-2 F21H12.6	Caenorhabditis elegans	1374
O02173	TPPC2_CAEEL	reviewed	Probable trafficking protein particle complex subunit 2	sedl-1 W05H7.3	Caenorhabditis elegans	141
P34605	TPPC3_CAEEL	reviewed	Probable trafficking protein particle complex subunit 3	trpp-3 ZK1098.5	Caenorhabditis elegans	181
P91127	TPPP_CAEEL	reviewed	Tubulin polymerization-promoting protein homolog	tppp-1 C32E8.3	Caenorhabditis elegans	180
Q18936	TPRA1_CAEEL	reviewed	Transmembrane protein adipocyte-associated 1 homolog	tpra-1 D1046.5	Caenorhabditis elegans	458
Q7YZT6	TPS1_CAEEL	reviewed	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 1) (UDP-glucose-glucosephosphate glucosyltransferase 1)	tps-1 tps1 ZK54.2	Caenorhabditis elegans	1331
O45380	TPS2_CAEEL	reviewed	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 2 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 2) (UDP-glucose-glucosephosphate glucosyltransferase 2)	tps-2 tps2 F19H8.1	Caenorhabditis elegans	1229
Q20351	TPSTB_CAEEL	reviewed	Putative protein-tyrosine sulfotransferase (EC 2.8.2.20) (Tyrosylprotein sulfotransferase) (TPST)	tpst-2 F42G9.8	Caenorhabditis elegans	259
O77081	TPSTA_CAEEL	reviewed	Protein-tyrosine sulfotransferase A (EC 2.8.2.20) (Tyrosylprotein sulfotransferase A) (TPST-A)	tpst-1 Y111B2A.15	Caenorhabditis elegans	380
O45241	TR112_CAEEL	reviewed	Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog)	C04H5.1	Caenorhabditis elegans	125
P34708	TRA1_CAEEL	reviewed	Sex-determining transformer protein 1 (Hermaphrodization of XO animals protein 2)	tra-1 her-2 Y47D3A.6	Caenorhabditis elegans	1110
P34709	TRA2_CAEEL	reviewed	Sex-determining transformer protein 2 (Ce-Tra-2)	tra-2 C15F1.3	Caenorhabditis elegans	1475
Q09654	TRI23_CAEEL	reviewed	E3 ubiquitin-protein ligase arc-1 (EC 6.3.2.-) (Putative GTP-binding protein trim-23 homolog)	arc-1 arl-4 ZK1320.6	Caenorhabditis elegans	539
Q23270	TRM1_CAEEL	reviewed	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	trm-1 trm1 ZC376.5	Caenorhabditis elegans	526
Q45EK7	TRM44_CAEEL	reviewed	Probable tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211)	C23G10.7	Caenorhabditis elegans	563
A8WHT1	TRM5_CAEEL	reviewed	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog)	C53A5.17	Caenorhabditis elegans	474
