Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9I7S8	PUR6_DROME	reviewed	Multifunctional protein ADE2 (Protein adenosine-5) [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)]	ade5 CG3989	Drosophila melanogaster (Fruit fly)	429
Q9Y0Y2	PURA_DROME	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	AdSS CG17273	Drosophila melanogaster (Fruit fly)	447
Q9VPK7	PUS10_DROME	reviewed	Putative tRNA pseudouridine synthase Pus10 (EC 5.4.99.-) (Coiled-coil domain-containing protein 139 homolog) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Pus10 CG3709	Drosophila melanogaster (Fruit fly)	500
Q9VZZ4	PXDN_DROME	reviewed	Peroxidasin (EC 1.11.1.7)	Pxn CG12002	Drosophila melanogaster (Fruit fly)	1527
Q9V9W8	PYGO_DROME	reviewed	Protein pygopus (Protein gammy legs)	pygo gam CG11518	Drosophila melanogaster (Fruit fly)	815
Q9XTL9	PYG_DROME	reviewed	Glycogen phosphorylase (EC 2.4.1.1)	GlyP Glp1 CG7254	Drosophila melanogaster (Fruit fly)	844
P05990	PYR1_DROME	reviewed	CAD protein (Protein rudimentary) [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	r CG18572	Drosophila melanogaster (Fruit fly)	2224
P32748	PYRD_DROME	reviewed	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (Dihydroorotate oxidase) (EC 1.3.5.2)	Dhod CG9741	Drosophila melanogaster (Fruit fly)	405
Q9VUL1	PYRG_DROME	reviewed	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	CTPsyn CG45070	Drosophila melanogaster (Fruit fly)	627
Q9W0T5	PYX_DROME	reviewed	Transient receptor potential channel pyrexia	pyx CG17142	Drosophila melanogaster (Fruit fly)	956
Q9XY35	QCR9_DROME	reviewed	Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Protein oxen) (Ubiquinol-cytochrome c reductase complex 6.3 kDa protein)	ox Qcr10 Qcr9 CG8764	Drosophila melanogaster (Fruit fly)	55
Q9VSZ6	QTRD1_DROME	reviewed	Queuine tRNA-ribosyltransferase subunit QTRTD1 homolog (EC 2.4.2.29) (Queuine tRNA-ribosyltransferase domain-containing protein 1)	CG3434	Drosophila melanogaster (Fruit fly)	418
Q23989	QUAI_DROME	reviewed	Villin-like protein quail	qua CG6433	Drosophila melanogaster (Fruit fly)	888
B5A5T4	QVR_DROME	reviewed	Protein quiver (Protein sleepless)	qvr sss CG33472	Drosophila melanogaster (Fruit fly)	158
Q9VTP4	R10AB_DROME	reviewed	60S ribosomal protein L10a-2	RpL10Ab CG7283	Drosophila melanogaster (Fruit fly)	217
Q9VP48	RAB26_DROME	reviewed	Ras-related protein Rab-26	Rab26 CG34410	Drosophila melanogaster (Fruit fly)	388
P25228	RAB3_DROME	reviewed	Ras-related protein Rab-3	Rab3 CG7576	Drosophila melanogaster (Fruit fly)	220
O18334	RAB6_DROME	reviewed	Ras-related protein Rab6 (Protein warthog)	Rab6 wrt CG6601	Drosophila melanogaster (Fruit fly)	208
Q9V8W3	RABEP_DROME	reviewed	Rab proteins geranylgeranyltransferase component A (Rab escort protein homolog) (REP)	Rep CG8432	Drosophila melanogaster (Fruit fly)	511
P40792	RAC1_DROME	reviewed	Ras-related protein Rac1	Rac1 RacA CG2248	Drosophila melanogaster (Fruit fly)	192
P48554	RAC2_DROME	reviewed	Ras-related protein Rac2	Rac2 RacB CG8556	Drosophila melanogaster (Fruit fly)	192
Q9W252	RAD50_DROME	reviewed	DNA repair protein RAD50 (EC 3.6.-.-)	rad50 CG6339	Drosophila melanogaster (Fruit fly)	1318
Q27297	RAD51_DROME	reviewed	DNA repair protein Rad51 homolog (Protein spindle-A) (RecA protein homolog)	spn-A DMR Rad51 CG7948	Drosophila melanogaster (Fruit fly)	336
O76460	RAD54_DROME	reviewed	DNA repair and recombination protein RAD54-like (DmRAD54) (EC 3.6.4.-) (Protein okra) (RAD54 DNA repair protein)	okr RAD54 CG3736	Drosophila melanogaster (Fruit fly)	784
Q9VIW3	RAGP1_DROME	reviewed	Ran GTPase-activating protein (RanGAP) (Protein segregation distorter)	RanGAP Sd CG9999	Drosophila melanogaster (Fruit fly)	596
P48555	RALA_DROME	reviewed	Ras-related protein Ral-a	Rala CG2849	Drosophila melanogaster (Fruit fly)	201
Q9VUN3	RANL_DROME	reviewed	GTP-binding nuclear protein Ran-like	ran-like CG7815	Drosophila melanogaster (Fruit fly)	217
Q9VZ23	RAN_DROME	reviewed	GTP-binding nuclear protein Ran (Ras-related nuclear protein)	ran Ran10A CG1404	Drosophila melanogaster (Fruit fly)	216
P04388	RAS2_DROME	reviewed	Ras-like protein 2	Ras64B ras2 CG1167	Drosophila melanogaster (Fruit fly)	192
P08645	RAS3_DROME	reviewed	Ras-like protein 3 (Protein roughened)	R RAP Rap1 ras3 Ras62B CG1956	Drosophila melanogaster (Fruit fly)	184
P08646	RAS1_DROME	reviewed	Ras-like protein 1 (Dras1) (Dmras85D)	Ras85D Ras1 CG9375	Drosophila melanogaster (Fruit fly)	189
P48809	RB27C_DROME	reviewed	Heterogeneous nuclear ribonucleoprotein 27C (Hrb27-C) (HRP48.1) (hnRNP 48)	Hrb27C hrp48 Rbp7 CG10377	Drosophila melanogaster (Fruit fly)	421
Q9VQ26	RB3GP_DROME	reviewed	Rab3 GTPase-activating protein catalytic subunit	CG31935	Drosophila melanogaster (Fruit fly)	916
P48810	RB87F_DROME	reviewed	Heterogeneous nuclear ribonucleoprotein 87F (HRP36.1 protein) (Protein P11)	Hrb87F hrp36 CG12749	Drosophila melanogaster (Fruit fly)	385
Q02926	RB97D_DROME	reviewed	Ribonucleoprotein RB97D	Rb97D Hrb97D CG6354	Drosophila melanogaster (Fruit fly)	471
Q9VPH8	RBBP5_DROME	reviewed	Retinoblastoma-binding protein 5 homolog	Rbbp5 CG5585	Drosophila melanogaster (Fruit fly)	489
Q24472	RBF_DROME	reviewed	Retinoblastoma family protein	Rbf CG7413	Drosophila melanogaster (Fruit fly)	845
Q9VKB9	RBGPR_DROME	reviewed	Rab3 GTPase-activating protein regulatory subunit	rab3-GAP CG7061	Drosophila melanogaster (Fruit fly)	1341
Q9V535	RBM8A_DROME	reviewed	RNA-binding protein 8A (Protein tsunagi)	tsu Y14 CG8781	Drosophila melanogaster (Fruit fly)	165
Q9GQN0	RBP16_DROME	reviewed	Ran-binding protein 16	Ranbp16 CG33180	Drosophila melanogaster (Fruit fly)	1098
Q02427	RBP1_DROME	reviewed	RNA-binding protein 1	Rbp1 Rbp11 CG17136	Drosophila melanogaster (Fruit fly)	144
Q4Z8K6	RBP9X_DROME	reviewed	Ran-binding proteins 9/10 homolog (Ran-binding protein M)	RanBPM CG42236	Drosophila melanogaster (Fruit fly)	962
Q9NHX0	RBX1B_DROME	reviewed	RING-box protein 1B (Regulator of cullins 1b)	Roc1b ROC2 CG16988	Drosophila melanogaster (Fruit fly)	122
Q9W5E1	RBX1A_DROME	reviewed	RING-box protein 1A (Regulator of cullins 1a) (dRbx1)	Roc1a CG16982	Drosophila melanogaster (Fruit fly)	108
P25171	RCC1_DROME	reviewed	Regulator of chromosome condensation (Chromatin-binding protein Bj1) (Regulator of chromosome condensation 1 ortholog)	Rcc1 Bj1 CG10480	Drosophila melanogaster (Fruit fly)	547
P56175	RCL1_DROME	reviewed	Probable RNA 3'-terminal phosphate cyclase-like protein	Rtc1 RCL1 RTC2 CG11130	Drosophila melanogaster (Fruit fly)	384
Q59E36	RCOR_DROME	reviewed	REST corepressor (CoREST)	CoRest CG33525	Drosophila melanogaster (Fruit fly)	590
P43125	RDGB_DROME	reviewed	Protein retinal degeneration B (Probable calcium transporter rdgB)	rdgB CG11111	Drosophila melanogaster (Fruit fly)	1259
P40421	RDGC_DROME	reviewed	Serine/threonine-protein phosphatase rdgC (EC 3.1.3.16) (Retinal degeneration C protein)	rdgC CG44746	Drosophila melanogaster (Fruit fly)	661
Q9VFP2	RDX_DROME	reviewed	Protein roadkill (Hh-induced MATH and BTB domain-containing protein)	rdx HIB CG12537	Drosophila melanogaster (Fruit fly)	829
P14199	REF2P_DROME	reviewed	Protein ref(2)P (Refractory to sigma P)	ref(2)P CG10360	Drosophila melanogaster (Fruit fly)	599
Q94915	REG2_DROME	reviewed	Rhythmically expressed gene 2 protein (dREG-2)	Reg-2 CG3200	Drosophila melanogaster (Fruit fly)	260
Q94913	REG5_DROME	reviewed	Rhythmically expressed gene 5 protein (dReg-5)	Reg-5 CG2928	Drosophila melanogaster (Fruit fly)	288
Q9VYS3	RENT1_DROME	reviewed	Regulator of nonsense transcripts 1 homolog (EC 3.6.4.-)	Upf1 CG1559	Drosophila melanogaster (Fruit fly)	1180
Q9V7U0	RESIL_DROME	reviewed	Pro-resilin	resilin CG15920	Drosophila melanogaster (Fruit fly)	620
Q9VMD6	RETM_DROME	reviewed	Protein real-time	retm CG9528	Drosophila melanogaster (Fruit fly)	659
Q24492	RFA1_DROME	reviewed	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) (DmRPA1)	RpA-70 RPA1 CG9633	Drosophila melanogaster (Fruit fly)	603
P35600	RFC1_DROME	reviewed	Replication factor C subunit 1 (Activator 1 140 kDa subunit) (Activator 1 subunit 1) (Germline transcription factor 1) (Replication factor C large subunit)	Gnf1 CG1119	Drosophila melanogaster (Fruit fly)	986
P53034	RFC2_DROME	reviewed	Replication factor C subunit 2 (Activator 1 40 kDa subunit) (A1 40 kDa subunit) (Activator 1 subunit 2) (Replication factor C 40 kDa subunit) (RF-C 40 kDa subunit) (RFC40) (Replication factor C subunit 4) (DmRfc4)	RfC4 RfC40 CG14999	Drosophila melanogaster (Fruit fly)	331
Q9Y123	RFT1_DROME	reviewed	Protein RFT1 homolog	CG3149	Drosophila melanogaster (Fruit fly)	556
Q9VDS5	RG92B_DROME	reviewed	Rho GTPase-activating protein 92B	RhoGAP92B CG4755	Drosophila melanogaster (Fruit fly)	740
P40809	RG84C_DROME	reviewed	GTPase-activating protein RacGAP84C (Protein rotund RacGAP)	RacGAP84C rnRacGAP CG2595	Drosophila melanogaster (Fruit fly)	384
Q9VTU3	RG68F_DROME	reviewed	Rho GTPase-activating protein 68F	RhoGAP68F CG6811	Drosophila melanogaster (Fruit fly)	476
Q9VX32	RG190_DROME	reviewed	Rho GTPase-activating protein 190 (Rho GTPase-activating protein of 190 kDa)	RhoGAPp190 CG32555	Drosophila melanogaster (Fruit fly)	1561
Q94547	RGA_DROME	reviewed	Regulator of gene activity (Protein regena) (CCR4-NOT transcription complex subunit 2 homolog) (CNOT2) (Not2)	Rga CG2161	Drosophila melanogaster (Fruit fly)	585
Q9VCX1	RGS_DROME	reviewed	Regulator of G-protein signaling loco (RGS) (Locomotion defects protein) (Loco)	loco CG5248	Drosophila melanogaster (Fruit fly)	1541
Q76NQ1	RHDF1_DROME	reviewed	Inactive rhomboid protein 1 (iRhom) (Rhomboid family protein rhomboid-5)	rho-5 iRhom CG33304	Drosophila melanogaster (Fruit fly)	1429
Q9VND8	RHEB_DROME	reviewed	GTP-binding protein Rheb homolog	Rheb CG1081	Drosophila melanogaster (Fruit fly)	182
P48148	RHO1_DROME	reviewed	Ras-like GTP-binding protein Rho1	Rho1 CG8416	Drosophila melanogaster (Fruit fly)	192
Q24192	RHOL_DROME	reviewed	Ras-like GTP-binding protein RhoL	RhoL Drac3 CG9366	Drosophila melanogaster (Fruit fly)	190
P20350	RHOM_DROME	reviewed	Protein rhomboid (EC 3.4.21.105) (Protein veinlet)	rho Ve CG1004	Drosophila melanogaster (Fruit fly)	355
Q9V3C5	RIC1_DROME	reviewed	Guanine nucleotide exchange factor subunit Rich (Protein RIC1 homolog)	Rich CG9063	Drosophila melanogaster (Fruit fly)	1429
Q9W358	RIC8_DROME	reviewed	Synembryn (Protein Ric-8)	ric8a l(1)G0397 Ric8 CG15797	Drosophila melanogaster (Fruit fly)	573
O76206	RIFK_DROME	reviewed	Putative riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase)	anon-84Ea CG2846	Drosophila melanogaster (Fruit fly)	153
Q86BY9	RIG_DROME	reviewed	Protein rigor mortis	rig CG30149	Drosophila melanogaster (Fruit fly)	1235
Q9VB08	RING1_DROME	reviewed	E3 ubiquitin-protein ligase RING1 (EC 6.3.2.-) (Sex comb extra protein) (dRING protein) (dRING1)	Sce CG5595	Drosophila melanogaster (Fruit fly)	435
Q9VS46	RINT1_DROME	reviewed	RINT1-like protein (DmRINT-1)	CG8605	Drosophila melanogaster (Fruit fly)	724
O76878	RIPL_DROME	reviewed	RILP-like protein homolog	CG11448	Drosophila melanogaster (Fruit fly)	443
Q9VL31	RIP_DROME	reviewed	RIP-like protein (RIP-alpha)	Ripalpha CG18145	Drosophila melanogaster (Fruit fly)	197
P48591	RIR1_DROME	reviewed	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)	RnrL CG5371	Drosophila melanogaster (Fruit fly)	812
P48592	RIR2_DROME	reviewed	Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	RnrS CG8975	Drosophila melanogaster (Fruit fly)	393
O61231	RL10_DROME	reviewed	60S ribosomal protein L10 (QM protein homolog) (dQM)	RpL10 Qm CG17521	Drosophila melanogaster (Fruit fly)	218
P46222	RL11_DROME	reviewed	60S ribosomal protein L11	RpL11 RPL11A CG7726	Drosophila melanogaster (Fruit fly)	184
Q9VNE9	RL13A_DROME	reviewed	60S ribosomal protein L13a	RpL13A CG1475	Drosophila melanogaster (Fruit fly)	205
P41126	RL13_DROME	reviewed	60S ribosomal protein L13 (BBC1 protein homolog)	RpL13 bbc1 CG4651	Drosophila melanogaster (Fruit fly)	218
P55841	RL14_DROME	reviewed	60S ribosomal protein L14	RpL14 CG6253	Drosophila melanogaster (Fruit fly)	166
O17445	RL15_DROME	reviewed	60S ribosomal protein L15	RpL15 ZITI CG17420	Drosophila melanogaster (Fruit fly)	204
Q9W3W8	RL17_DROME	reviewed	60S ribosomal protein L17	RpL17 CG3203	Drosophila melanogaster (Fruit fly)	186
P41093	RL18A_DROME	reviewed	60S ribosomal protein L18a	RpL18A CG6510	Drosophila melanogaster (Fruit fly)	177
Q9VS34	RL18_DROME	reviewed	60S ribosomal protein L18	RpL18 CG8615	Drosophila melanogaster (Fruit fly)	188
P36241	RL19_DROME	reviewed	60S ribosomal protein L19	RpL19 M(2)60E CG2746	Drosophila melanogaster (Fruit fly)	203
P50887	RL22_DROME	reviewed	60S ribosomal protein L22	RpL22 CG7434	Drosophila melanogaster (Fruit fly)	299
P48159	RL23_DROME	reviewed	60S ribosomal protein L23 (L17A)	RpL23 RpL17A CG3661	Drosophila melanogaster (Fruit fly)	140
Q9VJY6	RL24_DROME	reviewed	60S ribosomal protein L24	RpL24 CG9282	Drosophila melanogaster (Fruit fly)	155
P41092	RL27A_DROME	reviewed	60S ribosomal protein L27a	RpL27A RpL27a2 RpL27Aa RpL27Ab CG15442	Drosophila melanogaster (Fruit fly)	149
Q9VZS5	RL28_DROME	reviewed	60S ribosomal protein L28	RpL28 CG12740	Drosophila melanogaster (Fruit fly)	144
Q24154	RL29_DROME	reviewed	60S ribosomal protein L29 (L43)	RpL29 RpL43 CG10071	Drosophila melanogaster (Fruit fly)	76
Q9V597	RL31_DROME	reviewed	60S ribosomal protein L31	RpL31 CG1821	Drosophila melanogaster (Fruit fly)	124
P04359	RL32_DROME	reviewed	60S ribosomal protein L32 (Ribosomal protein 49)	RpL32 M(3)99D rp49 CG7939	Drosophila melanogaster (Fruit fly)	134
Q9VR93	RL33_DROME	reviewed	Putative 60S ribosomal protein L33	CG15458	Drosophila melanogaster (Fruit fly)	63
P49630	RL36_DROME	reviewed	60S ribosomal protein L36 (Protein minute(1)1B)	RpL36 M(1)1B CG7622	Drosophila melanogaster (Fruit fly)	115
Q9VXX8	RL371_DROME	reviewed	Probable 60S ribosomal protein L37-A	RpL37a CG9091	Drosophila melanogaster (Fruit fly)	93
Q9W1U6	RL372_DROME	reviewed	Probable 60S ribosomal protein L37-B	RpL37b CG9873	Drosophila melanogaster (Fruit fly)	89
Q9VMU4	RL37A_DROME	reviewed	60S ribosomal protein L37a	RpL37A CG5827	Drosophila melanogaster (Fruit fly)	92
Q9W5N2	RL38_DROME	reviewed	60S ribosomal protein L38	RpL38 CG18001	Drosophila melanogaster (Fruit fly)	70
O16130	RL39_DROME	reviewed	60S ribosomal protein L39 (Ribosomal protein 46)	RpL39 rp46 RpL46 CG3997	Drosophila melanogaster (Fruit fly)	51
O16797	RL3_DROME	reviewed	60S ribosomal protein L3	RpL3 CG4863	Drosophila melanogaster (Fruit fly)	416
P18101	RL40_DROME	reviewed	Ubiquitin-60S ribosomal protein L40 (CEP52) [Cleaved into: Ubiquitin; 60S ribosomal protein L40]	RpL40 Ubi-f UBI-F52 CG2960	Drosophila melanogaster (Fruit fly)	128
P09180	RL4_DROME	reviewed	60S ribosomal protein L4 (L1)	RpL4 RpL1 CG5502	Drosophila melanogaster (Fruit fly)	401
Q9W5R8	RL5_DROME	reviewed	60S ribosomal protein L5	RpL5 yip6 CG17489	Drosophila melanogaster (Fruit fly)	299
P46223	RL7A_DROME	reviewed	60S ribosomal protein L7a	RpL7A SURF-3 CG3314	Drosophila melanogaster (Fruit fly)	271
P32100	RL7_DROME	reviewed	60S ribosomal protein L7	RpL7 CG4897	Drosophila melanogaster (Fruit fly)	252
Q9V3G1	RL8_DROME	reviewed	60S ribosomal protein L8	RpL8 CG1263	Drosophila melanogaster (Fruit fly)	256
P50882	RL9_DROME	reviewed	60S ribosomal protein L9	RpL9 M(2)32D CG6141	Drosophila melanogaster (Fruit fly)	190
P19889	RLA0_DROME	reviewed	60S acidic ribosomal protein P0 (Apurinic-apyrimidinic endonuclease) (DNA-(apurinic or apyrimidinic site) lyase) (EC 4.2.99.18)	RpLP0 AP3 Ape RpP0 CG7490	Drosophila melanogaster (Fruit fly)	317
P08570	RLA1_DROME	reviewed	60S acidic ribosomal protein P1 (Acidic ribosomal protein RPA2) (RP21C)	RpLP1 M(2)21C rp21C RPA2 RpP2 CG4087	Drosophila melanogaster (Fruit fly)	112
P05389	RLA2_DROME	reviewed	60S acidic ribosomal protein P2 (Acidic ribosomal protein RPA1)	RpLP2 rpA1 RpP1 CG4918	Drosophila melanogaster (Fruit fly)	113
Q9VDG2	RLIP_DROME	reviewed	RalA-binding protein 1 (RalBP1) (Ral-interacting protein 1)	Rlip CG11622	Drosophila melanogaster (Fruit fly)	625
Q9VGN9	RLP24_DROME	reviewed	Probable ribosome biogenesis protein RLP24	RpL24-like CG6764	Drosophila melanogaster (Fruit fly)	191
Q9VF89	RM09_DROME	reviewed	39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9)	mRpL9 CG4923	Drosophila melanogaster (Fruit fly)	248
Q9VPL3	RM10_DROME	reviewed	39S ribosomal protein L10, mitochondrial (L10mt) (MRP-L10)	mRpL10 CG11488	Drosophila melanogaster (Fruit fly)	248
Q9VFJ2	RM11_DROME	reviewed	39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11)	mRpL11 CG3351	Drosophila melanogaster (Fruit fly)	196
Q9VJ38	RM13_DROME	reviewed	39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13)	mRpL13 CG10603	Drosophila melanogaster (Fruit fly)	178
Q9VHN6	RM19_DROME	reviewed	39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19)	mRpL19 CG8039	Drosophila melanogaster (Fruit fly)	306
Q9VXB5	RM22_DROME	reviewed	39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22)	mRpL22 CG4742	Drosophila melanogaster (Fruit fly)	233
Q9W021	RM23_DROME	reviewed	39S ribosomal protein L23, mitochondrial (L23mt) (MRP-L23)	mRpL23 CG1320	Drosophila melanogaster (Fruit fly)	150
Q9VMY1	RM24_DROME	reviewed	Probable 39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24)	mRpL24 CG8849	Drosophila melanogaster (Fruit fly)	247
Q9VMX0	RM28_DROME	reviewed	39S ribosomal protein L28, mitochondrial (L28mt) (MRP-L28)	mRpL28 CG3782	Drosophila melanogaster (Fruit fly)	302
Q9W4L1	RM33_DROME	reviewed	39S ribosomal protein L33, mitochondrial (L33mt) (MRP-L33)	mRpL33 CG3712	Drosophila melanogaster (Fruit fly)	64
Q9V9Z1	RM32_DROME	reviewed	39S ribosomal protein L32, mitochondrial (L32mt) (MRP-L32)	mRpL32 CG12220	Drosophila melanogaster (Fruit fly)	195
Q0E959	RM34_DROME	reviewed	39S ribosomal protein L34, mitochondrial (L34mt) (MRP-L34)	mRpL34 CG34147	Drosophila melanogaster (Fruit fly)	81
Q8MS27	RM35_DROME	reviewed	39S ribosomal protein L35, mitochondrial (L35mt) (MRP-L35)	mRpL35 CG13410	Drosophila melanogaster (Fruit fly)	178
Q9VUJ0	RM39_DROME	reviewed	39S ribosomal protein L39, mitochondrial (MRP-L39) (MRP-L5)	mRpL39 mRpL5 CG17166	Drosophila melanogaster (Fruit fly)	333
Q7JZM8	RM41_DROME	reviewed	39S ribosomal protein L41, mitochondrial (L41mt) (MRP-L41)	mRpL41 CG12954	Drosophila melanogaster (Fruit fly)	166
Q9VCX3	RM45_DROME	reviewed	Probable 39S ribosomal protein L45, mitochondrial (L45mt) (MRP-L45)	mRpL45 CG6949	Drosophila melanogaster (Fruit fly)	361
Q9VYI3	RM49_DROME	reviewed	Probable 39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49)	mRpL49 CG4647	Drosophila melanogaster (Fruit fly)	179
Q9VLJ9	RM51_DROME	reviewed	39S ribosomal protein L51, mitochondrial (L51mt) (MRP-L51)	mRpL51 CG13098	Drosophila melanogaster (Fruit fly)	174
Q7JWG9	RM52_DROME	reviewed	39S ribosomal protein L52, mitochondrial (L52mt) (MRP-L52)	mRpL52 CG1577	Drosophila melanogaster (Fruit fly)	126
Q9VE04	RM55_DROME	reviewed	39S ribosomal protein L55, mitochondrial (L55mt) (MRP-L55)	mRpL55 CG14283	Drosophila melanogaster (Fruit fly)	107
Q9VZ08	RME6_DROME	reviewed	Receptor-mediated endocytosis protein 6 homolog	CG1657	Drosophila melanogaster (Fruit fly)	1712
Q9VE61	RN181_DROME	reviewed	E3 ubiquitin-protein ligase RNF181 homolog (EC 6.3.2.-) (RING finger protein 181 homolog)	CG7694	Drosophila melanogaster (Fruit fly)	147
Q9VPP5	RNH2A_DROME	reviewed	Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A)	CG13690	Drosophila melanogaster (Fruit fly)	347
Q8MSF5	RNK_DROME	reviewed	Ribonuclease kappa (RNase K) (RNase kappa) (EC 3.1.-.-)	CG40127	Drosophila melanogaster (Fruit fly)	95
Q7YZH1	RNO_DROME	reviewed	PHD finger protein rhinoceros	rno CG7036	Drosophila melanogaster (Fruit fly)	3241
Q9W4D2	RNP4F_DROME	reviewed	RNA-binding protein 4F	Rnp4F 4f-rnp CG3312	Drosophila melanogaster (Fruit fly)	941
Q8MKW7	RNZ_DROME	reviewed	Ribonuclease Z, mitochondrial (RNase Z) (EC 3.1.26.11) (Juvenile hormone-inducible protein 1) (dRNAse Z) (tRNA 3 endonuclease) (DmeZ) (tRNase Z)	JhI-1 CG3298	Drosophila melanogaster (Fruit fly)	766
Q9VI93	RN_DROME	reviewed	Zinc finger protein rotund (Zinc finger protein roughened eye)	rn roe CG32466	Drosophila melanogaster (Fruit fly)	946
P07909	ROA1_DROME	reviewed	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A)	Hrb98DE Pen9 CG9983	Drosophila melanogaster (Fruit fly)	365
Q9VVE2	ROGDI_DROME	reviewed	Protein rogdi	rogdi CG7725	Drosophila melanogaster (Fruit fly)	268
Q07327	ROP_DROME	reviewed	Protein ROP	Rop cs1 CG15811	Drosophila melanogaster (Fruit fly)	597
Q24488	ROR1_DROME	reviewed	Tyrosine-protein kinase transmembrane receptor Ror (dRor) (EC 2.7.10.1)	Ror CG4926	Drosophila melanogaster (Fruit fly)	685
Q9V6K3	ROR2_DROME	reviewed	Tyrosine-protein kinase transmembrane receptor Ror2 (dRor2) (EC 2.7.10.1) (Neurospecific receptor tyrosine kinase)	Nrk ROR2 CG4007	Drosophila melanogaster (Fruit fly)	724
O44252	ROST_DROME	reviewed	Protein rolling stone	rost CG9552	Drosophila melanogaster (Fruit fly)	275
P10181	ROUGH_DROME	reviewed	Homeobox protein rough	ro CG6348	Drosophila melanogaster (Fruit fly)	350
P91875	RPA1_DROME	reviewed	DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A)	RpI1 RPA1 CG10122	Drosophila melanogaster (Fruit fly)	1642
P20028	RPA2_DROME	reviewed	DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (RPA135)	RpI135 CG4033	Drosophila melanogaster (Fruit fly)	1129
Q24320	RPAB2_DROME	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (RPB6 homolog)	RpII18 RpABC14 CG1163	Drosophila melanogaster (Fruit fly)	131
Q9VC49	RPAB5_DROME	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (RPB10 homolog)	Rpb10 CG13628	Drosophila melanogaster (Fruit fly)	67
Q9VIZ0	RPAC2_DROME	reviewed	Probable DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerase I subunit D)	l(2)37Cg CG10685	Drosophila melanogaster (Fruit fly)	105
A8DYY5	RPAP2_DROME	reviewed	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog (EC 3.1.3.16) (RNA polymerase II-associated protein 2)	CG34183	Drosophila melanogaster (Fruit fly)	143
Q9VJE4	RPB11_DROME	reviewed	DNA-directed RNA polymerase II subunit RPB11 (RNA polymerase II subunit B11) (DNA-directed RNA polymerase II 13.3 kDa polypeptide) (DNA-directed RNA polymerase II subunit J)	Rpb11 CG6840	Drosophila melanogaster (Fruit fly)	117
P04052	RPB1_DROME	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit)	RpII215 CG1554	Drosophila melanogaster (Fruit fly)	1887
P08266	RPB2_DROME	reviewed	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide)	RpII140 CG3180	Drosophila melanogaster (Fruit fly)	1176
